artist_0,artist_1,genre_0,genre_1,style_0,style_1,style_2,style_3,title,duration,publishing_year,publishing_country,score,audio_source
Qnete,,Electronic,,Power Electronics,Ghetto House,Acid House,,Like In 1989,,07 Feb 2015,Germany,4.21,https://www.youtube.com/watch?v=AVaPgjlsigo
DJ Milton,,Electronic,,House,Ghetto House,,,Tap That Ass,,1999,US,4.5,https://www.youtube.com/watch?v=e34Dh2FfMwQ
DJ Milton,,Electronic,,House,Ghetto House,,,Clap Your Hands,,1999,US,4.5,https://www.youtube.com/watch?v=W14yhUghFCo
DJ Milton,,Electronic,,House,Ghetto House,,,Them Pantys,,1999,US,4.5,https://www.youtube.com/watch?v=Q_EzITOlobg
DJ Milton,,Electronic,,House,Ghetto House,,,Personal,,1999,US,4.5,https://www.youtube.com/watch?v=9_8EuWU0MtM
Jammin Gerald,,Electronic,,House,Ghetto House,,,Pump On The Floor (RX),,13 May 2014,US,5.0,https://www.youtube.com/watch?v=nxSiyZs2PGg
Jammin Gerald,,Electronic,,House,Ghetto House,,,Pump On The Floor (Org),,13 May 2014,US,5.0,https://www.youtube.com/watch?v=nxSiyZs2PGg
Jammin Gerald,,Electronic,,House,Ghetto House,,,Holy Ghost,,13 May 2014,US,5.0,https://www.youtube.com/watch?v=aiZnNzNFAwg
Jammin Gerald,,Electronic,,House,Ghetto House,,,Biggie Trax,,13 May 2014,US,5.0,https://www.youtube.com/watch?v=XpPOHlBYQGo
Jammin Gerald,,Electronic,,House,Ghetto House,,,Da Love (No Kick Mix),,13 May 2014,US,5.0,https://www.youtube.com/watch?v=x520Rp3lVJ4
D.J. Milton,,Electronic,,Techno,Ghetto House,,,Pac-Man,,1996,Germany,3.92,https://www.youtube.com/watch?v=HUU5zUlfdvo
D.J. Milton,,Electronic,,Techno,Ghetto House,,,Booty Hole (Remix),,1996,Germany,3.92,https://www.youtube.com/watch?v=o1IjvBREwvA
DJ Urban,,Electronic,,Ghetto House,Hard House,,,H.O.E.,,Dec 1998,US,4.48,https://www.youtube.com/watch?v=NZc1ZVkUqNs
DJ Urban,,Electronic,,Ghetto House,Hard House,,,You Work It!,,Dec 1998,US,4.48,https://www.youtube.com/watch?v=x8LFiNqOFM0
DJ Urban,,Electronic,,Ghetto House,Hard House,,,All You Bitches,,Dec 1998,US,4.48,https://www.youtube.com/watch?v=pAEh9VFLUQE
DJ Nehpets,,Electronic,,Electro,Tech House,Ghetto House,,Lay It Down (Millenium Rmx),,2002,US,4.04,https://www.youtube.com/watch?v=-uEfBwKjfSg
Various,,Electronic,,Ghetto House,Juke,House,Deep House,Love Will Find A Way (Club),,10 Feb 2014,UK,4.33,https://www.youtube.com/watch?v=RfT1663vkCc
Various,,Electronic,,Ghetto House,Juke,House,Deep House,I Dream You,,10 Feb 2014,UK,4.33,https://www.youtube.com/watch?v=QdelrdBvLRY
Various,,Electronic,,Ghetto House,Juke,House,Deep House,Crazy Wild,,10 Feb 2014,UK,4.33,https://www.youtube.com/watch?v=bD_Y7tYoM38
Various,,Electronic,,Ghetto House,Juke,House,Deep House,The Original Video Clash: Video Clash II (Street Mix),,10 Feb 2014,UK,4.33,https://www.youtube.com/watch?v=Idg4Bj1NyAo
Various,,Electronic,,Ghetto House,Juke,House,Deep House,Ghetto Shout Out!!,,10 Feb 2014,UK,4.33,https://www.youtube.com/watch?v=0P8nCeweu9w
Various,,Electronic,,Ghetto House,Juke,House,Deep House,Da Bomb,,10 Feb 2014,UK,4.33,https://www.youtube.com/watch?v=sgWpMF7goPI
Various,,Electronic,,Ghetto House,Juke,House,Deep House,Toxic Waste (Club Mix),,10 Feb 2014,UK,4.33,https://www.youtube.com/watch?v=kUaFxN78B74
Various,,Electronic,,Ghetto House,Juke,House,Deep House,Work Out,,10 Feb 2014,UK,4.33,https://www.youtube.com/watch?v=vQju_67wN0U
