artist_0,artist_1,genre_0,genre_1,style_0,style_1,style_2,style_3,album_title,title,duration,publishing_year,publishing_country,score,audio_source
DJ Deeon,,Electronic,,Ghetto House,,,,Hit Da Flo EP,Like It Raw,,2005,US,4.59,https://www.youtube.com/watch?v=I2MJocgC2fs
DJ Deeon,,Electronic,,Ghetto House,,,,Hit Da Flo EP,Hit Da Flo,,2005,US,4.59,https://www.youtube.com/watch?v=8AaEecOORiM
DJ Deeon,,Electronic,,Ghetto House,,,,Hit Da Flo EP,Titties & Ass,,2005,US,4.59,https://www.youtube.com/watch?v=lCiqe9DDw_M
D.J. Funk,,Electronic,,Ghetto House,,,,Pop Dat Thang,Pop Dat Thang,,11 Jan 2005,US,4.4,https://www.youtube.com/watch?v=F_KjffHSoRo
Steve Poindexter,,Electronic,,House,Acid House,Ghetto House,,Work That Mutha Fucker,Work That Mutha Fucker,,2013,US,5.0,https://www.youtube.com/watch?v=B9uHG7IHW-M
Steve Poindexter,,Electronic,,House,Acid House,Ghetto House,,Work That Mutha Fucker,Computer Madness,,2013,US,5.0,https://www.youtube.com/watch?v=-VSjctLScAM
Steve Poindexter,,Electronic,,House,Acid House,Ghetto House,,Work That Mutha Fucker,"Chillin' With The ""P""",,2013,US,5.0,https://www.youtube.com/watch?v=YP2RA576YeE
Steve Poindexter,,Electronic,,House,Acid House,Ghetto House,,Work That Mutha Fucker,Born To Freak,,2013,US,5.0,https://www.youtube.com/watch?v=MGcEmhPtu_A
Jammin Gerald,,Electronic,,House,Ghetto House,,,Factory Funk,Pump On The Floor (RX),,2014,US,4.43,https://www.youtube.com/watch?v=nxSiyZs2PGg
Jammin Gerald,,Electronic,,House,Ghetto House,,,Factory Funk,Pump On The Floor (ORG),,2014,US,4.43,https://www.youtube.com/watch?v=nxSiyZs2PGg
Jammin Gerald,,Electronic,,House,Ghetto House,,,Factory Funk,Holy Ghost,,2014,US,4.43,https://www.youtube.com/watch?v=aiZnNzNFAwg
Jammin Gerald,,Electronic,,House,Ghetto House,,,Factory Funk,Biggie Trax,,2014,US,4.43,https://www.youtube.com/watch?v=XpPOHlBYQGo
Jammin Gerald,,Electronic,,House,Ghetto House,,,Factory Funk,Da Love (No Kick Mix),,2014,US,4.43,https://www.youtube.com/watch?v=x520Rp3lVJ4
DJ Deeon,,17 Jun 2014,,Electronic,,,,Freakmode EP,Yo Mouf,,Germany,Vinyl,4.19,https://www.youtube.com/watch?v=ZTfxxEHkdgA
DJ Deeon,,17 Jun 2014,,Electronic,,,,Freakmode EP,Work This Dick,,Germany,Vinyl,4.19,https://www.youtube.com/watch?v=egqlhDuLsxQ
DJ Deeon,,17 Jun 2014,,Electronic,,,,Freakmode EP,Off Freakmode,,Germany,Vinyl,4.19,https://www.youtube.com/watch?v=VP_I1dq0vRY
DJ Deeon,,17 Jun 2014,,Electronic,,,,Freakmode EP,Suck It Deep,,Germany,Vinyl,4.19,https://www.youtube.com/watch?v=CSKomNFWoqs
DJ Deeon,,17 Jun 2014,,Electronic,,,,Freakmode EP,Hoodrat,,Germany,Vinyl,4.19,https://www.youtube.com/watch?v=oqS5bXHB9z4
Wax Master Maurice,,Electronic,,House,Techno,Ghetto,Ghetto House,Going Down,Going Down (Ghetto Mix),,1995,US,4.18,https://www.youtube.com/watch?v=1Bh9fVvZpnY
Wax Master Maurice,,Electronic,,House,Techno,Ghetto,Ghetto House,Going Down,"Butter Fly ""95""",,1995,US,4.18,https://www.youtube.com/watch?v=SIsKM4UvWA0
Wax Master Maurice,,Electronic,,House,Techno,Ghetto,Ghetto House,Going Down,Bounce That Body,,1995,US,4.18,https://www.youtube.com/watch?v=0cd0c2Xa5T0
Wax Master Maurice,,Electronic,,House,Techno,Ghetto,Ghetto House,Going Down,The Claps,,1995,US,4.18,https://www.youtube.com/watch?v=28-utcKiCic
D.J. Oguls,,Electronic,,House,Ghetto House,,,Living That Vulture Life,Eat It (Instrumental),,1996,US,4.35,https://www.youtube.com/watch?v=H_yJiyst2RU
D.J. Oguls,,Electronic,,House,Ghetto House,,,Living That Vulture Life,Move Yo Body,,1996,US,4.35,https://www.youtube.com/watch?v=BZcH3JM3IIo
D.J. Oguls,,Electronic,,House,Ghetto House,,,Living That Vulture Life,I'm High Than A Mutha Fucka,,1996,US,4.35,https://www.youtube.com/watch?v=ffdSjUWhO_k
Dee Jay Nehpets,,Electronic,,House,Ghetto House,,,The Funk Child EP,I Came To Bring The Pain,,Oct 2017,US,4.67,https://www.youtube.com/watch?v=grMwLyYT4rU
Dee Jay Nehpets,,Electronic,,House,Ghetto House,,,The Funk Child EP,Razzberry House,,Oct 2017,US,4.67,https://www.youtube.com/watch?v=G5TdMYLr5nY
Dee Jay Nehpets,,Electronic,,House,Ghetto House,,,The Funk Child EP,Na Na Na,,Oct 2017,US,4.67,https://www.youtube.com/watch?v=r40ejNrx7dM
Dee Jay Nehpets,,Electronic,,House,Ghetto House,,,The Funk Child EP,Smoke -N- Ride,,Oct 2017,US,4.67,https://www.youtube.com/watch?v=LQZWPE_kfT8
The Traxxmen,,Electronic,,House,Acid House,Ghetto House,,Nothing's Stopping,In Yo Mouf (Oral Sexx Mixx),,2015,UK,4.53,https://www.youtube.com/watch?v=HShcS0SHZ60
The Traxxmen,,Electronic,,House,Acid House,Ghetto House,,Nothing's Stopping,Emergency (Original 9-1-1 Mixx),,2015,UK,4.53,https://www.youtube.com/watch?v=tNdIfI7BRxg
DJ Deeon,DJ Slugo,Sep 2008,,Electronic,,,,Ghetto Classics Vol. 4,Point Em Out,,US,Vinyl,4.43,https://www.youtube.com/watch?v=k1r60JYd9Qo
DJ Deeon,DJ Slugo,Sep 2008,,Electronic,,,,Ghetto Classics Vol. 4,A Blunt,,US,Vinyl,4.43,https://www.youtube.com/watch?v=CRtuPIquIeQ
DJ Deeon,DJ Slugo,Sep 2008,,Electronic,,,,Ghetto Classics Vol. 4,Taris Sleeps Wild,,US,Vinyl,4.43,https://www.youtube.com/watch?v=1Q7dqZ21gls
Various,,Electronic,,House,Techno,Ghetto House,,Ghetto Houz'3,Hold Up,,1999,US,4.29,https://www.youtube.com/watch?v=B2hd-L1R4p8
Various,,Electronic,,House,Techno,Ghetto House,,Ghetto Houz'3,Freaks,,1999,US,4.29,https://www.youtube.com/watch?v=TNYdTwB5LaA
Various,,Electronic,,House,Techno,Ghetto House,,Ghetto Houz'3,Pump That Shit Up,,1999,US,4.29,https://www.youtube.com/watch?v=J8bt16HpA20
DJ Slugo,,Electronic,,House,Hip-House,Ghetto House,,Freaky Ride,Freaky Ride,,04 Jun 2015,Germany,4.27,https://www.youtube.com/watch?v=77Mr3Zw1Too
DJ Flint,,Electronic,,House,Ghetto House,,,I Owe Some People Money!,Top Shelf Booty,,1998,US,4.73,https://www.youtube.com/watch?v=aJsp3SDyN_E
DJ Flint,,Electronic,,House,Ghetto House,,,I Owe Some People Money!,Bang & Skeet,,1998,US,4.73,https://www.youtube.com/watch?v=nLbYquT9hhY
DJ Flint,,Electronic,,House,Ghetto House,,,I Owe Some People Money!,Spank Me,,1998,US,4.73,https://www.youtube.com/watch?v=Tk-Oz7XDWZQ
DJ Flint,,Electronic,,House,Ghetto House,,,I Owe Some People Money!,Get A Job,,1998,US,4.73,https://www.youtube.com/watch?v=NllYe8wz2gw
D.J. Chip,D.J. Thadz,Electronic,,House,Ghetto House,,,Untitled,Bang * Ski!!!,,1998,US,4.36,https://www.youtube.com/watch?v=TigTkaQ1Ul0
D.J. Chip,D.J. Thadz,Electronic,,House,Ghetto House,,,Untitled,Where Tha Playa's,,1998,US,4.36,https://www.youtube.com/watch?v=HfT8Q9zjCs4
D.J. Chip,D.J. Thadz,Electronic,,House,Ghetto House,,,Untitled,800 Hoe's,,1998,US,4.36,https://www.youtube.com/watch?v=EkndhAGC6fc
D.J. Chip,D.J. Thadz,Electronic,,House,Ghetto House,,,Untitled,Chicken Headz,,1998,US,4.36,https://www.youtube.com/watch?v=_D7AxP923lY
D.J. Chip,D.J. Thadz,Electronic,,House,Ghetto House,,,Untitled,Child Abuse,,1998,US,4.36,https://www.youtube.com/watch?v=tXqiKlPvd9M
D.J. Chip,D.J. Thadz,Electronic,,House,Ghetto House,,,Untitled,Mutha Fuc*a,,1998,US,4.36,https://www.youtube.com/watch?v=HVx-y2hdu4c
D.J. Funk,,Electronic,,Ghetto House,,,,Freaky Style Take: 2,Freaky Style,,1996,US,4.28,https://www.youtube.com/watch?v=nR9rxPO4AS0
DJ Milton,,Dec 2013,,Electronic,,,,Get The Cash EP,Clap Your Hands,,Germany,Vinyl,4.03,https://www.youtube.com/watch?v=W14yhUghFCo
DJ Milton,,Dec 2013,,Electronic,,,,Get The Cash EP,Personal,,Germany,Vinyl,4.03,https://www.youtube.com/watch?v=9_8EuWU0MtM
DJ Milton,,Dec 2013,,Electronic,,,,Get The Cash EP,Tap Dat Ass,,Germany,Vinyl,4.03,https://www.youtube.com/watch?v=e34Dh2FfMwQ
DJ Milton,,Dec 2013,,Electronic,,,,Get The Cash EP,That Bitch Got Crabs,,Germany,Vinyl,4.03,https://www.youtube.com/watch?v=fCWZR7E7CFs
DJ Deeon,DJ Slugo,18 Dec 2007,,Electronic,,,,Ghetto Classics Vol. 1,Work This M.F,,US,Vinyl,4.33,https://www.youtube.com/watch?v=kcQKdfqILYk
DJ Deeon,DJ Slugo,18 Dec 2007,,Electronic,,,,Ghetto Classics Vol. 1,Rubber Track,,US,Vinyl,4.33,https://www.youtube.com/watch?v=koYknrqdmGA
DJ Deeon,DJ Slugo,18 Dec 2007,,Electronic,,,,Ghetto Classics Vol. 1,That's It,,US,Vinyl,4.33,https://www.youtube.com/watch?v=GFjQhK8ndNo
DJ Deeon,DJ Slugo,18 Dec 2007,,Electronic,,,,Ghetto Classics Vol. 1,Vulture Life Ins.,,US,Vinyl,4.33,https://www.youtube.com/watch?v=GG1hjeqpi5o
DJ Deeon,DJ Slugo,18 Dec 2007,,Electronic,,,,Ghetto Classics Vol. 1,Sprint,,US,Vinyl,4.33,https://www.youtube.com/watch?v=_gBTsOrMic0
Blak Beat Niks,,Electronic,,House,Deep House,Ghetto House,,Ooohhh,Ooohhh (Original Mix),,13 Dec 1996,UK,4.49,https://www.youtube.com/watch?v=76-cixWvGjU
Blak Beat Niks,,Electronic,,House,Deep House,Ghetto House,,Ooohhh,Ooohhh (Deep Sensation Mix),,13 Dec 1996,UK,4.49,https://www.youtube.com/watch?v=HulNz5UMqPQ
Parris Mitchell,,Electronic,,House,Hip-House,Deep House,Acid House,Project,Ghetto Shout Out!!,,18 Dec 2015,US,4.53,https://www.youtube.com/watch?v=-srgbN-tTlA
Parris Mitchell,,Electronic,,House,Hip-House,Deep House,Acid House,Project,All Night Long,,18 Dec 2015,US,4.53,https://www.youtube.com/watch?v=tMInsj6Agp4
Parris Mitchell,,Electronic,,House,Hip-House,Deep House,Acid House,Project,Ghetto Shout,,18 Dec 2015,US,4.53,https://www.youtube.com/watch?v=-srgbN-tTlA
Parris Mitchell,,Electronic,,House,Hip-House,Deep House,Acid House,Project,All Night Long (Acapella),,18 Dec 2015,US,4.53,https://www.youtube.com/watch?v=tMInsj6Agp4
DJ DR-660,,Electronic,,Ghetto House,Juke,,,SEX MUSIC,RHODES REC.,,30 Nov 2018,Germany,4.75,https://www.youtube.com/watch?v=SD6h8ovVrdU
DJ DR-660,,Electronic,,Ghetto House,Juke,,,SEX MUSIC,SHORT DICK MAN,,30 Nov 2018,Germany,4.75,https://www.youtube.com/watch?v=vmdoDfPpOPU
Chicago Traxmen,,1996,,Electronic,,,,Reunion Album - Freakier Than Ever,96 U Got 2,,US,Vinyl,4.0,https://www.youtube.com/watch?v=KFXpxU2MC6k
Chicago Traxmen,,1996,,Electronic,,,,Reunion Album - Freakier Than Ever,Let Me,,US,Vinyl,4.0,https://www.youtube.com/watch?v=42yBmM77iuk
Jerome Hill,,Electronic,,Acid House,Acid,Ghetto House,Techno,Paper Bag Acid,Paper Bag Acid,,04 Dec 2015,UK,4.55,https://www.youtube.com/watch?v=JqCFOu9wl0g
Jerome Hill,,Electronic,,Acid House,Acid,Ghetto House,Techno,Paper Bag Acid,Dustbin Acid,,04 Dec 2015,UK,4.55,https://www.youtube.com/watch?v=DM7qQlneVS8
Jerome Hill,,Electronic,,Acid House,Acid,Ghetto House,Techno,Paper Bag Acid,Bully Beef,,04 Dec 2015,UK,4.55,https://www.youtube.com/watch?v=ayP6_XJk_CM
Alix Perez,,Electronic,,Juke,Ghetto House,Drum n Bass,,U,U,,Apr 2014,UK,4.21,https://www.youtube.com/watch?v=-jhzizJNAxE
Alix Perez,,Electronic,,Juke,Ghetto House,Drum n Bass,,U,Sludge,,Apr 2014,UK,4.21,https://www.youtube.com/watch?v=Lgx1UHpqrts
Alix Perez,,Electronic,,Juke,Ghetto House,Drum n Bass,,U,Make It Worth,,Apr 2014,UK,4.21,https://www.youtube.com/watch?v=snMPeq4Xl4M
Alix Perez,,Electronic,,Juke,Ghetto House,Drum n Bass,,U,Gully Halves,,Apr 2014,UK,4.21,https://www.youtube.com/watch?v=kvwfDKAKQBc
Toni Moralez,,Electronic,,Ghetto House,Electro,Techno,,Nawty Trax EP,D1R7Y L0W 5LU7 7R4MP,,25 Jan 2019,Germany,4.6,https://www.youtube.com/watch?v=cG4cXndyaos
Toni Moralez,,Electronic,,Ghetto House,Electro,Techno,,Nawty Trax EP,Feel My Mf (Dick In Yo Mouth),,25 Jan 2019,Germany,4.6,https://www.youtube.com/watch?v=d2WpgDk1NNY
Toni Moralez,,Electronic,,Ghetto House,Electro,Techno,,Nawty Trax EP,Make Luv 2 Ya Butt,,25 Jan 2019,Germany,4.6,https://www.youtube.com/watch?v=pD0R_nstb0g
Toni Moralez,,Electronic,,Ghetto House,Electro,Techno,,Nawty Trax EP,We Want Sum Pussy,,25 Jan 2019,Germany,4.6,https://www.youtube.com/watch?v=fLdNAB1FzBQ
Toni Moralez,,Electronic,,Ghetto House,Electro,Techno,,Nawty Trax EP,Lets Get Romantic (Extended Vocal Mix),,25 Jan 2019,Germany,4.6,https://www.youtube.com/watch?v=nD1PAqHZrBA
Chip Dilla,,Electronic,,Juke,Ghetto House,,,Where Tha Carbooties? (Can I Get A Ride),If You See Em' Point Em Out!,,1997,US,4.05,https://www.youtube.com/watch?v=sXBLpvLBWx4
Chip Dilla,,Electronic,,Juke,Ghetto House,,,Where Tha Carbooties? (Can I Get A Ride),Geto Anthem,,1997,US,4.05,https://www.youtube.com/watch?v=CqWbsXGil3U
DJ Deeon,DJ Slugo,May 2008,,Electronic,,,,Ghetto Classics Vol. 3,Fine Hoes,,US,Vinyl,3.86,https://www.youtube.com/watch?v=3xEaDgmH-tE
DJ Nehpets,,1996,,Electronic,,,,Got U All In Check,Big Blunt,,US,Vinyl,4.36,https://www.youtube.com/watch?v=nob6niCLLRw
DJ Nehpets,,1996,,Electronic,,,,Got U All In Check,Got U All In Check,,US,Vinyl,4.36,https://www.youtube.com/watch?v=CgVLFLtdLW8
DJ Nehpets,,1996,,Electronic,,,,Got U All In Check,Fuck Some Body,,US,Vinyl,4.36,https://www.youtube.com/watch?v=_vAaQuM933s
Traxmen,,Electronic,,Ghetto House,,,,F..... N'Suckin!!,F..... N'Suckin!! (Extended),,1994,Italy,4.03,https://www.youtube.com/watch?v=ax5ZjgsHowA
Traxmen,,Electronic,,Ghetto House,,,,F..... N'Suckin!!,F..... N'Suckin!! (Club),,1994,Italy,4.03,https://www.youtube.com/watch?v=ax5ZjgsHowA
Traxmen,,Electronic,,Ghetto House,,,,F..... N'Suckin!!,F..... N'Suckin!! (Alternative),,1994,Italy,4.03,https://www.youtube.com/watch?v=ax5ZjgsHowA
Various,,Electronic,,Ghetto House,House,,,Uhura Traxx,Big Wheel,,14 Nov 2014,Germany,4.68,https://www.youtube.com/watch?v=hJKFaj8lVDQ
Various,,Electronic,,Ghetto House,House,,,Uhura Traxx,33,,14 Nov 2014,Germany,4.68,https://www.youtube.com/watch?v=x-v5kLM01Ps
Various,,Electronic,,Ghetto House,House,,,Uhura Traxx,Hanna,,14 Nov 2014,Germany,4.68,https://www.youtube.com/watch?v=EcdfyQwzUVM
Various,,Electronic,,Ghetto House,House,,,Uhura Traxx,Five Ten,,14 Nov 2014,Germany,4.68,https://www.youtube.com/watch?v=YzJQcrREmYU
DJ Protein,,Electronic,,House,Ghetto House,Tech House,,Say My Name,Say My Name,,16 Jul 2018,UK,4.06,https://www.youtube.com/watch?v=lN_cfmAiM9U
DJ Protein,,Electronic,,House,Ghetto House,Tech House,,Say My Name,Wandering Dreams,,16 Jul 2018,UK,4.06,https://www.youtube.com/watch?v=i75McFNr1sA
DJ Boneyard,,Electronic,,Ghetto House,,,,House Crime Vol 3,Wake In Fright,,06 Feb 2017,UK,4.2,https://www.youtube.com/watch?v=yBRtqUJ4C6k
DJ Boneyard,,Electronic,,Ghetto House,,,,House Crime Vol 3,Original,,06 Feb 2017,UK,4.2,https://www.youtube.com/watch?v=FZE5VgzsDKc
DJ Boneyard,,Electronic,,Ghetto House,,,,House Crime Vol 3,That's Right,,06 Feb 2017,UK,4.2,https://www.youtube.com/watch?v=2L8WAvcgP0E
Seixlack,,Electronic,,Ghetto House,Techno,,,Vulto,Charlie,,14 Dec 2015,Germany,4.73,https://www.youtube.com/watch?v=AfZW9HWBdxM
Seixlack,,Electronic,,Ghetto House,Techno,,,Vulto,Mini Folia,,14 Dec 2015,Germany,4.73,https://www.youtube.com/watch?v=PqjhBXUuiMg
Seixlack,,Electronic,,Ghetto House,Techno,,,Vulto,Metados,,14 Dec 2015,Germany,4.73,https://www.youtube.com/watch?v=h_cK3CgBdBM
Seixlack,,Electronic,,Ghetto House,Techno,,,Vulto,Damas,,14 Dec 2015,Germany,4.73,https://www.youtube.com/watch?v=IZ9zbVrF2EA
DJ Haus,,Electronic,,Ghetto House,,,,Thug Houz Anthems Vol 3,Clap Yo Handz,,23 Jun 2014,UK,4.27,https://www.youtube.com/watch?v=c7l4s5KIxOA
Jammin The House Gerald,,Electronic,,Techno,Ghetto House,,,Factory Muzic,Hold Up,,Jul 2015,Germany,4.35,https://www.youtube.com/watch?v=M8HHTL3HXNk
Jammin The House Gerald,,Electronic,,Techno,Ghetto House,,,Factory Muzic,Space Chair,,Jul 2015,Germany,4.35,https://www.youtube.com/watch?v=wfyXXsAUAWM
Jammin The House Gerald,,Electronic,,Techno,Ghetto House,,,Factory Muzic,U Feel,,Jul 2015,Germany,4.35,https://www.youtube.com/watch?v=Pm0SK2JbRV4
Jammin The House Gerald,,Electronic,,Techno,Ghetto House,,,Factory Muzic,Purk U Late It,,Jul 2015,Germany,4.35,https://www.youtube.com/watch?v=aaS1CBqu01g
Chicago Skyway,Isoke,Electronic,,House,Deep House,Ghetto House,Techno,I Don't Give A Fuck,I Don't Give A Fuck,,Jun 2013,US,4.25,https://www.youtube.com/watch?v=89_aCFEPpLM
Chicago Skyway,Isoke,Electronic,,House,Deep House,Ghetto House,Techno,I Don't Give A Fuck,Run Coward,,Jun 2013,US,4.25,https://www.youtube.com/watch?v=r6m4VD6gIZ0
Chicago Skyway,Isoke,Electronic,,House,Deep House,Ghetto House,Techno,I Don't Give A Fuck,Rough Shit,,Jun 2013,US,4.25,https://www.youtube.com/watch?v=UPmLkyZzPe0
Chicago Skyway,Isoke,Electronic,,House,Deep House,Ghetto House,Techno,I Don't Give A Fuck,Haunted,,Jun 2013,US,4.25,https://www.youtube.com/watch?v=IOubS774sTs
DJ Milton,,Electronic,,House,Ghetto House,,,Yo Mouth,Yo Mouth,,1996,US,4.0,https://www.youtube.com/watch?v=QjytxmbYVgY
DJ Deeon,,Electronic,,Ghetto,Ghetto House,,,Ghetto Fabulous E.P.,No Doubt,,30 Jun 2003,UK,4.27,https://www.youtube.com/watch?v=eSI8fvII4PI
DJ Deeon,,Electronic,,Ghetto,Ghetto House,,,Ghetto Fabulous E.P.,From The Back 2003,,30 Jun 2003,UK,4.27,https://www.youtube.com/watch?v=3_doXo00aBY
DJ Deeon,,Electronic,,Ghetto,Ghetto House,,,Ghetto Fabulous E.P.,Ghetto Fabulous Edit 2003,,30 Jun 2003,UK,4.27,https://www.youtube.com/watch?v=eSI8fvII4PI
Innershades,,Electronic,,House,Ghetto House,Acid House,,Toxic Trax,Dexter (87' Mix),,2014,France,4.48,https://www.youtube.com/watch?v=HrXATeSUj1U
Innershades,,Electronic,,House,Ghetto House,Acid House,,Toxic Trax,Lust,,2014,France,4.48,https://www.youtube.com/watch?v=H9oV06bWDOA
Innershades,,Electronic,,House,Ghetto House,Acid House,,Toxic Trax,Circuit,,2014,France,4.48,https://www.youtube.com/watch?v=vueb798eitM
Fast Eddie,,Electronic,,Acid House,Hard House,Ghetto House,,Bang That Thang,U Can't Help But Move,,1997,US,4.59,https://www.youtube.com/watch?v=8aXcMRAdB8A
Fast Eddie,,Electronic,,Acid House,Hard House,Ghetto House,,Bang That Thang,I Wanna Bang,,1997,US,4.59,https://www.youtube.com/watch?v=Gl2U-NKnsUg
Fast Eddie,,Electronic,,Acid House,Hard House,Ghetto House,,Bang That Thang,4 Dat Ass,,1997,US,4.59,https://www.youtube.com/watch?v=BREGZJCuHcg
Fast Eddie,,Electronic,,Acid House,Hard House,Ghetto House,,Bang That Thang,4 Dat ---,,1997,US,4.59,https://www.youtube.com/watch?v=BREGZJCuHcg
Tom Trago,,Electronic,,House,Ghetto House,,,The Light Fantastic Album Sampler,Two Together,,Jun 2013,Netherlands,4.54,https://www.youtube.com/watch?v=rpHZYGIepgY
Tom Trago,,Electronic,,House,Ghetto House,,,The Light Fantastic Album Sampler,True Friends,,Jun 2013,Netherlands,4.54,https://www.youtube.com/watch?v=Qb06exYjs-I
Interplanetary Criminal,,Electronic,,House,Deep House,Ghetto House,,Intergalactic Jack,Intergalactic Jack,,24 Mar 2017,UK,4.41,https://www.youtube.com/watch?v=aSCnJD64EG0
Interplanetary Criminal,,Electronic,,House,Deep House,Ghetto House,,Intergalactic Jack,Work,,24 Mar 2017,UK,4.41,https://www.youtube.com/watch?v=SKTlOA4ZOsw
Interplanetary Criminal,,Electronic,,House,Deep House,Ghetto House,,Intergalactic Jack,Destiny,,24 Mar 2017,UK,4.41,https://www.youtube.com/watch?v=p77z0h6OejY
Interplanetary Criminal,,Electronic,,House,Deep House,Ghetto House,,Intergalactic Jack,Shawty,,24 Mar 2017,UK,4.41,https://www.youtube.com/watch?v=wHNtbT8Hze8
Ftp Up,,Electronic,,Ghetto House,House,,,Stillicone Night Shift,Golf II,,24 Aug 2017,Italy,4.52,https://www.youtube.com/watch?v=yHk_rTxbz7Q
Ftp Up,,Electronic,,Ghetto House,House,,,Stillicone Night Shift,Phonies,,24 Aug 2017,Italy,4.52,https://www.youtube.com/watch?v=k2DRGKq0Zkc
White Knight's,,Electronic,,Ghetto House,,,,Unreleased Orgy Traxx Vol. 1,Big Wide Asses,,1994,US,3.95,https://www.youtube.com/watch?v=YLbx90O2Uxw
White Knight's,,Electronic,,Ghetto House,,,,Unreleased Orgy Traxx Vol. 1,Suck It Bitch,,1994,US,3.95,https://www.youtube.com/watch?v=1CSkCB_u9Hk
White Knight's,,Electronic,,Ghetto House,,,,Unreleased Orgy Traxx Vol. 1,Ho'in For Beats,,1994,US,3.95,https://www.youtube.com/watch?v=D4lHaUya_Qw
White Knight's,,Electronic,,Ghetto House,,,,Unreleased Orgy Traxx Vol. 1,Suckin My Friend Off,,1994,US,3.95,https://www.youtube.com/watch?v=5XQgT4Z9Oqs
Credit 00,,Electronic,,House,Ghetto House,,,Ice Cream,Ice Cream,,11 Sep 2013,Germany,4.81,https://www.youtube.com/watch?v=_uwuF1FYRsA
Credit 00,,Electronic,,House,Ghetto House,,,Ice Cream,Round N Round,,11 Sep 2013,Germany,4.81,https://www.youtube.com/watch?v=gf941ZvUqA8
Credit 00,,Electronic,,House,Ghetto House,,,Ice Cream,East Of Nowhere,,11 Sep 2013,Germany,4.81,https://www.youtube.com/watch?v=Ajrd-Af3XJo
Credit 00,,Electronic,,House,Ghetto House,,,Ice Cream,Red Wine,,11 Sep 2013,Germany,4.81,https://www.youtube.com/watch?v=Faf7gn_IhUs
2 In Rhythm,,Electronic,,Hard House,Ghetto House,,,Volume 1,Some Whores,,1997,US,4.6,https://www.youtube.com/watch?v=pWvxTmNr6gc
2 In Rhythm,,Electronic,,Hard House,Ghetto House,,,Volume 1,Dat Dick,,1997,US,4.6,https://www.youtube.com/watch?v=3Ebz540_JjA
2 In Rhythm,,Electronic,,Hard House,Ghetto House,,,Volume 1,Get Da Hoe,,1997,US,4.6,https://www.youtube.com/watch?v=SwJUavHae-A
RP Boo,,Electronic,,Ghetto House,Juke,,,Classics Vol. 1,Baby Come On,,2015,UK,4.65,https://www.youtube.com/watch?v=dNlX2wFIitA
RP Boo,,Electronic,,Ghetto House,Juke,,,Classics Vol. 1,Party Motion,,2015,UK,4.65,https://www.youtube.com/watch?v=_2lr63cli7Q
RP Boo,,Electronic,,Ghetto House,Juke,,,Classics Vol. 1,02-52-03,,2015,UK,4.65,https://www.youtube.com/watch?v=O2sqMUR-81k
RP Boo,,Electronic,,Ghetto House,Juke,,,Classics Vol. 1,Night & Day,,2015,UK,4.65,https://www.youtube.com/watch?v=-1jmgsXqlUY
RP Boo,,Electronic,,Ghetto House,Juke,,,Classics Vol. 1,Try To Break,,2015,UK,4.65,https://www.youtube.com/watch?v=m-y-JZmR60M
RP Boo,,Electronic,,Ghetto House,Juke,,,Classics Vol. 1,Try To Break Remix,,2015,UK,4.65,https://www.youtube.com/watch?v=jLvOGOLq6KY
Flamingosis,,Electronic,Hip Hop,Ambient,Instrumental,Funk,Chillwave,Pleasure Palette,Pleasure Palette,,08 Oct 2016,Germany,4.0,https://www.youtube.com/watch?v=KzFkN-1-gjA
Flamingosis,,Electronic,Hip Hop,Ambient,Instrumental,Funk,Chillwave,Pleasure Palette,Down For The Fifth Time,,08 Oct 2016,Germany,4.0,https://www.youtube.com/watch?v=zzKHTCEhsp8
Flamingosis,,Electronic,Hip Hop,Ambient,Instrumental,Funk,Chillwave,Pleasure Palette,Love Me In The Evening,,08 Oct 2016,Germany,4.0,https://www.youtube.com/watch?v=pkzgBNl1OMA
Flamingosis,,Electronic,Hip Hop,Ambient,Instrumental,Funk,Chillwave,Pleasure Palette,Football Head,,08 Oct 2016,Germany,4.0,https://www.youtube.com/watch?v=1hJKhiew2O0
